Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,Team
Pape Matar Sarr,sn SEN,MF,23,5,4,358.0,4.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.5,0.8,4.0,12.0,14.0,0.25,0.5,0.75,0.25,0.75,0.08,0.13,0.21,0.08,0.21,Matches,Tottenham-Hotspur
Rodrigo Bentancur,uy URU,MF,28,5,4,321.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,3.0,20.0,7.0,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.07,0.01,0.07,Matches,Tottenham-Hotspur
Brennan Johnson,wls WAL,FW,24,6,3,268.0,3.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.9,0.9,0.2,1.1,8.0,6.0,18.0,0.67,0.0,0.67,0.67,0.67,0.3,0.06,0.36,0.3,0.36,Matches,Tottenham-Hotspur
Destiny Udogie,it ITA,DF,22,4,2,213.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,13.0,16.0,24.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,Matches,Tottenham-Hotspur
Xavi Simons,nl NED,"FW,MF",22,3,2,177.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.5,0.8,12.0,13.0,14.0,0.0,0.51,0.51,0.0,0.51,0.15,0.26,0.41,0.15,0.41,Matches,Tottenham-Hotspur
Wilson Odobert,fr FRA,"FW,MF",20,6,1,157.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,6.0,12.0,15.0,0.0,0.0,0.0,0.0,0.0,0.21,0.07,0.28,0.21,0.28,Matches,Tottenham-Hotspur
Mathys Tel,fr FRA,"FW,DF",20,4,1,106.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,2.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches,Tottenham-Hotspur
Archie Gray,eng ENG,MF,19,2,1,72.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches,Tottenham-Hotspur
Dominic Solanke,eng ENG,FW,28,2,0,33.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.57,0.57,0.57,Matches,Tottenham-Hotspur
Kevin Danso,at AUT,DF,27,2,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Tottenham-Hotspur
Ben Davies,wls WAL,"DF,MF",32,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Tottenham-Hotspur
Antonín Kinský,cz CZE,GK,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Tottenham-Hotspur
Randal Kolo Muani,fr FRA,"FW,MF",26,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Tottenham-Hotspur
Dane Scarlett,eng ENG,FW,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Tottenham-Hotspur
Manor Solomon,il ISR,"FW,MF",26,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Tottenham-Hotspur
Luka Vušković,hr CRO,DF,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Tottenham-Hotspur
Squad Total,,,25,6,66,540.0,6.0,10.0,9.0,19.0,10.0,0.0,0.0,12.0,0.0,6.8,6.8,5.4,12.2,124.0,238.0,236.0,1.67,1.5,3.17,1.67,3.17,1.13,0.91,2.04,1.13,2.04,,Tottenham-Hotspur
Opponent Total,,,26,6,66,540.0,6.0,4.0,2.0,6.0,4.0,0.0,0.0,8.0,1.0,7.1,7.1,5.5,12.6,69.0,168.0,167.0,0.67,0.33,1.0,0.67,1.0,1.18,0.92,2.1,1.18,2.1,,Tottenham-Hotspur
Trai Hume,nir NIR,DF,23,6,6,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,5.0,21.0,16.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05,Matches,Sunderland
Robin Roefs,nl NED,GK,22,6,6,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches,Sunderland
Granit Xhaka,ch SUI,MF,33,6,6,540.0,6.0,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.9,1.0,2.0,32.0,4.0,0.0,0.5,0.5,0.0,0.5,0.02,0.14,0.16,0.02,0.16,Matches,Sunderland
Noah Sadiki,cd COD,MF,20,6,6,532.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.1,0.2,11.0,15.0,21.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,Matches,Sunderland
Chemsdine Talbi,ma MAR,FW,20,6,6,468.0,5.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.2,0.8,10.0,4.0,26.0,0.0,0.19,0.19,0.0,0.19,0.12,0.03,0.16,0.12,0.16,Matches,Sunderland
Omar Alderete,py PAR,DF,28,6,5,488.0,5.4,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.7,8.0,23.0,0.0,0.18,0.18,0.37,0.18,0.37,0.11,0.01,0.12,0.11,0.12,Matches,Sunderland
Reinildo Mandava,mz MOZ,DF,31,5,5,392.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,11.0,21.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Sunderland
Nordi Mukiele,fr FRA,DF,27,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.4,2.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.04,0.06,0.1,0.04,0.1,Matches,Sunderland
Habib Diarra,sn SEN,MF,21,4,4,345.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.0,0.6,10.0,13.0,17.0,0.0,0.0,0.0,0.0,0.0,0.15,0.01,0.16,0.15,0.16,Matches,Sunderland
Wilson Isidor,fr FRA,FW,25,6,3,321.0,3.6,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.2,1.2,0.0,1.2,1.0,3.0,13.0,0.84,0.0,0.84,0.84,0.84,0.35,0.0,0.35,0.35,0.35,Matches,Sunderland
Enzo Le Fée,fr FRA,"FW,MF",25,5,3,286.0,3.2,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.8,0.0,0.3,0.3,2.0,6.0,17.0,0.31,0.0,0.31,0.0,0.0,0.26,0.08,0.34,0.01,0.09,Matches,Sunderland
Simon Adingra,ci CIV,FW,23,5,3,237.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.5,0.6,6.0,2.0,31.0,0.0,0.0,0.0,0.0,0.0,0.05,0.19,0.25,0.05,0.25,Matches,Sunderland
Eliezer Mayenda,es ESP,FW,20,4,3,212.0,2.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,0.3,0.7,2.0,1.0,5.0,0.42,0.0,0.42,0.42,0.42,0.17,0.11,0.28,0.17,0.28,Matches,Sunderland
Daniel Ballard,nir NIR,DF,26,4,2,168.0,1.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.4,0.7,0.0,1.0,0.0,0.54,0.0,0.54,0.54,0.54,0.17,0.2,0.37,0.17,0.37,Matches,Sunderland
Chris Rigg,eng ENG,MF,18,4,2,96.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.1,0.03,0.14,0.1,0.14,Matches,Sunderland
Jenson Seelt,nl NED,DF,22,2,1,134.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Sunderland
Arthur Masuaku,cd COD,DF,31,2,1,69.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09,Matches,Sunderland
Lutsharel Geertruida,nl NED,"DF,MF",25,3,0,50.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17,0.0,1.17,1.17,1.17,Matches,Sunderland
Bertrand Traoré,bf BFA,"MF,FW",30,1,0,32.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.6,0.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.14,1.79,1.93,0.14,1.93,Matches,Sunderland
Brian Brobbey,nl NED,FW,23,2,0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Sunderland
Patrick Roberts,eng ENG,"MF,FW",28,1,0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11,Matches,Sunderland
Marc Guiu,es ESP,FW,19,2,0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.14,0.14,Matches,Sunderland
Dan Neil,eng ENG,MF,23,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Sunderland
Harrison Jones,eng ENG,MF,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Sunderland
Luke O'Nien,eng ENG,"DF,MF",30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Sunderland
Anthony Patterson,eng ENG,GK,25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Sunderland
Squad Total,,,25,6,66,540.0,6.0,7.0,5.0,12.0,6.0,1.0,1.0,9.0,1.0,6.1,5.3,3.9,9.2,77.0,172.0,171.0,1.17,0.83,2.0,1.0,1.83,1.01,0.65,1.66,0.88,1.53,,Sunderland
Opponent Total,,,27,6,66,540.0,6.0,4.0,4.0,8.0,4.0,0.0,1.0,9.0,0.0,6.9,6.1,4.5,10.6,96.0,279.0,274.0,0.67,0.67,1.33,0.67,1.33,1.14,0.75,1.89,1.01,1.76,,Sunderland
Đorđe Petrović,rs SRB,GK,25,6,6,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Bournemouth
Antoine Semenyo,gh GHA,"FW,MF",25,6,6,540.0,6.0,4.0,2.0,6.0,3.0,1.0,1.0,1.0,0.0,2.9,2.1,0.5,2.6,17.0,17.0,34.0,0.67,0.33,1.0,0.5,0.83,0.48,0.08,0.56,0.35,0.43,Matches,Bournemouth
Marcos Senesi,ar ARG,DF,28,6,6,540.0,6.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.3,0.4,4.0,33.0,0.0,0.0,0.33,0.33,0.0,0.33,0.02,0.05,0.07,0.02,0.07,Matches,Bournemouth
Adrien Truffert,fr FRA,DF,23,6,6,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6,14.0,31.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.09,Matches,Bournemouth
Tyler Adams,us USA,MF,26,6,6,526.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.0,0.2,0.0,19.0,4.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Matches,Bournemouth
Evanilson,br BRA,FW,25,6,6,526.0,5.8,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7,1.7,4.0,7.0,16.0,0.17,0.0,0.17,0.17,0.17,0.17,0.11,0.29,0.17,0.29,Matches,Bournemouth
Bafodé Diakité,fr FRA,DF,24,5,5,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,0.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,Bournemouth
Marcus Tavernier,eng ENG,MF,26,6,5,438.0,4.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9,0.9,0.4,1.3,15.0,19.0,31.0,0.21,0.0,0.21,0.21,0.21,0.19,0.07,0.26,0.19,0.26,Matches,Bournemouth
David Brooks,wls WAL,"FW,MF",28,6,5,370.0,4.1,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.9,0.9,1.4,2.3,10.0,13.0,38.0,0.0,0.24,0.24,0.0,0.24,0.21,0.34,0.55,0.21,0.55,Matches,Bournemouth
Alex Scott,eng ENG,MF,22,6,5,359.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.2,0.2,0.3,0.5,7.0,9.0,12.0,0.25,0.0,0.25,0.25,0.25,0.05,0.07,0.12,0.05,0.12,Matches,Bournemouth
Adam Smith,eng ENG,DF,34,3,3,204.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,1.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.12,Matches,Bournemouth
Álex Jiménez,es ESP,DF,20,3,2,121.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.1,0.1,5.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.06,0.04,0.1,0.06,0.1,Matches,Bournemouth
James Hill,eng ENG,DF,23,5,1,200.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,0.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches,Bournemouth
Amine Adli,ma MAR,"FW,MF",25,5,1,151.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,3.0,5.0,17.0,0.0,0.0,0.0,0.0,0.0,0.06,0.11,0.17,0.06,0.17,Matches,Bournemouth
Ryan Christie,sct SCO,MF,30,4,1,140.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,4.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.11,0.1,0.11,Matches,Bournemouth
Justin Kluivert,nl NED,"MF,FW",26,5,1,134.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.6,4.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.21,0.16,0.37,0.21,0.37,Matches,Bournemouth
Veljko Milosavljević,rs SRB,DF,18,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches,Bournemouth
Eli Junior Kroupi,fr FRA,"FW,MF",19,4,0,24.0,0.3,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,1.0,0.0,1.0,3.75,0.0,3.75,3.75,3.75,0.77,0.0,0.77,0.77,0.77,Matches,Bournemouth
Ben Gannon-Doak,sct SCO,FW,19,1,0,18.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.43,0.43,0.43,Matches,Bournemouth
Hamed Junior Traorè,ci CIV,MF,25,1,0,17.0,0.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,5.29,5.29,0.0,5.29,0.0,1.1,1.1,0.0,1.1,Matches,Bournemouth
Ben Winterburn,eng ENG,MF,21,1,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Bournemouth
Lewis Cook,eng ENG,MF,28,1,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Bournemouth
Julio Soler,ar ARG,FW,20,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Bournemouth
Julian Araujo,mx MEX,DF,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Bournemouth
Philip Billing,dk DEN,MF,29,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Bournemouth
Will Dennis,eng ENG,GK,25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Bournemouth
Romain Faivre,fr FRA,"FW,MF",27,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Bournemouth
Remy Rees-Dottin,eng ENG,FW,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Bournemouth
Squad Total,,,25,6,66,540.0,6.0,8.0,6.0,14.0,7.0,1.0,1.0,16.0,0.0,7.2,6.4,5.2,11.5,89.0,209.0,208.0,1.33,1.0,2.33,1.17,2.17,1.19,0.86,2.05,1.06,1.92,,Bournemouth
Opponent Total,,,26,6,66,540.0,6.0,7.0,5.0,12.0,7.0,0.0,0.0,14.0,1.0,5.5,5.5,4.6,10.1,89.0,194.0,190.0,1.17,0.83,2.0,1.17,2.0,0.91,0.77,1.68,0.91,1.68,,Bournemouth
Tijjani Reijnders,nl NED,MF,27,6,6,532.0,5.9,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.9,0.9,1.0,1.8,16.0,24.0,23.0,0.17,0.34,0.51,0.17,0.51,0.15,0.16,0.31,0.15,0.31,Matches,Manchester-City
Erling Haaland,no NOR,FW,25,6,6,503.0,5.6,8.0,1.0,9.0,8.0,0.0,0.0,0.0,0.0,7.5,7.5,1.1,8.6,9.0,5.0,17.0,1.43,0.18,1.61,1.43,1.61,1.34,0.2,1.54,1.34,1.54,Matches,Manchester-City
Rúben Dias,pt POR,DF,28,6,5,456.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Manchester-City
Jeremy Doku,be BEL,"MF,FW",23,6,4,373.0,4.1,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,2.1,2.7,43.0,13.0,43.0,0.0,0.72,0.72,0.0,0.72,0.14,0.52,0.65,0.14,0.65,Matches,Manchester-City
Bernardo Silva,pt POR,MF,31,6,4,358.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,1.7,1.7,7.0,15.0,20.0,0.0,0.25,0.25,0.0,0.25,0.01,0.42,0.44,0.01,0.44,Matches,Manchester-City
Nico O’Reilly,eng ENG,"DF,MF",20,5,3,302.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.2,7.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06,Matches,Manchester-City
Oscar Bobb,no NOR,"FW,MF",22,5,3,287.0,3.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.4,0.7,11.0,10.0,37.0,0.0,0.31,0.31,0.0,0.31,0.09,0.11,0.21,0.09,0.21,Matches,Manchester-City
Nicolás González,es ESP,MF,23,5,3,284.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.3,0.4,4.0,22.0,5.0,0.0,0.0,0.0,0.0,0.0,0.03,0.1,0.13,0.03,0.13,Matches,Manchester-City
Rodri,es ESP,MF,29,4,3,271.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,4.0,19.0,5.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.07,0.05,0.07,Matches,Manchester-City
Gianluigi Donnarumma,it ITA,GK,26,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Manchester-City
James Trafford,eng ENG,GK,22,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Manchester-City
John Stones,eng ENG,DF,31,4,3,265.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Manchester-City
Phil Foden,eng ENG,MF,25,4,3,263.0,2.9,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,0.1,0.6,4.0,14.0,12.0,0.34,0.0,0.34,0.34,0.34,0.15,0.05,0.2,0.15,0.2,Matches,Manchester-City
Joško Gvardiol,hr CRO,DF,23,3,3,249.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.01,0.05,Matches,Manchester-City
Abdukodir Khusanov,uz UZB,DF,21,4,3,228.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Manchester-City
Rayan Aït-Nouri,dz ALG,DF,24,3,3,202.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.2,6.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.02,0.09,0.11,0.02,0.11,Matches,Manchester-City
